bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	spikes_num	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-401_task-movie_echo-1_bold	0.004179597701149425	0.009139733045977011	0	19.10650090693641	1.0695006791329482	1.0029073624277458	0.5154235626711161	7666.0810546875	0.15769580383256604	25	14.367816091954023	2.555925671614347	2.5308436363636364	2.9745233784794047	2.16241	0.00682893	-0.023722611367702484	0.04567433521151543	174	80	80	32	6.3063400866940755	2.0	2.75	2.750000238418579	4.0	0	12.681456236073247	6.0156168937683105	42.289215087890625	8.436781883239746	124575.0	3.160919427871704	262.56034240722624	93.79229736328125	7.305337499737838	81.88821411132812	747.1124877929688	761.3103637695312	40436.0	540.5014343261719	893.8534545898438	120.71993255615234	63.65562438964844
sub-401_task-movie_echo-2_bold	0.0039271264367816095	0.013879283908045978	0	26.309584237225433	1.051994906184971	1.0017763599999998	0.4678663535720104	4582.16943359375	0.1587418321658596	26	14.942528735632184	2.4606178725409253	2.5026327272727276	2.837603390350048	2.0416175	0.00847359	-0.010398761369287968	0.02045229822397232	174	80	80	32	4.865508714179151	2.0	2.75	2.750000238418579	4.0	1	35.85986463327042	4.533013820648193	17.02471351623535	7.5804595947265625	127329.0	3.1091954708099365	63.0	33.07855987548828	3.4358449806610523	83.10662841796875	524.0934448242188	535.4281616210938	37576.0	312.3362121582031	667.6982574462891	110.04420471191406	42.715763092041016
sub-402_task-movie_echo-1_bold	0.0011508620689655172	0.012544085632183906	0	34.48628977982659	1.1660223206358387	1.024544848728324	0.5398000383271632	2898.785400390625	0.18245395749643356	57	32.758620689655174	2.4945669516592077	2.503781818181818	2.873690909090909	2.106228127704897	0.00969323	-0.011905284598469734	0.040019866079092026	174	80	80	32	6.284364506003762	2.0	2.75	2.75	3.9999988079071045	0	8.239042315595192	7.711236000061035	45.148765563964844	10.408045768737793	123381.0	3.7068965435028076	263.17816162109375	87.37017822265625	6.477837775480813	71.76142883300781	573.4771118164062	585.1925048828125	41560.0	422.36119842529297	687.6499877929687	93.11768341064453	46.22299575805664
sub-402_task-movie_echo-2_bold	0.0009817241379310344	0.018379277011494253	0	47.48146423144506	1.1479767017919078	1.0228401975722543	0.4931312435922286	1828.988037109375	0.18997460834948182	63	36.206896551724135	2.272900870781602	2.3431272727272727	2.5734072727272728	1.9021680668902596	0.0112076	-0.00635637016966939	0.018458586186170578	174	80	80	32	4.7566065709627114	2.0	2.75	2.75	3.9999988079071045	0	32.41129320171941	5.909106731414795	18.77983856201172	9.080459594726562	126446.0	3.563218355178833	71.3189640045166	30.510055541992188	3.0792827529154057	68.69816589355469	402.7443542480469	409.5172424316406	38468.0	246.96378936767582	516.6109130859376	86.09329223632812	32.54829406738281
sub-403_task-movie_echo-1_bold	0.0005780924855491329	0.006714879364161851	1	24.200755263372088	1.1198137996511635	0.9983422822093024	0.5949169743415713	2945.387939453125	0.09218282542208572	1	0.5780346820809249	2.4346443024445885	2.3029745454545454	2.8964363636363637	2.104521998242855	0.0027955	-0.007435845676809549	0.04992346465587616	173	80	80	32	6.681692701967074	2.0	2.75	2.75	4.000000953674316	0	7.560529210336577	9.16128158569336	56.54629898071289	11.76878547668457	107280.0	3.7861270904541016	339.7242691040035	111.70223999023438	5.196298710774101	86.58229064941406	672.1919555664062	678.6531372070312	55619.0	526.7572204589844	814.8496704101562	101.56813049316406	63.33866500854492
sub-403_task-movie_echo-2_bold	0.00054	0.009432648908045977	0	33.68715691959538	1.1263811289017345	1.0057371612138726	0.5492419332707901	2029.7314453125	0.09693168196654596	1	0.5747126436781609	2.2796463635582636	2.2284254545454547	2.703029090909091	1.9074845452202451	0.00414095	-0.006180793512612581	0.015724631026387215	174	80	80	32	4.838565429710184	2.0	2.75	2.75	4.000000953674316	0	29.201026192641223	6.416089057922363	22.067649841308594	9.908045768737793	110218.0	3.5747125148773193	89.51235923767086	37.47368621826172	2.200098616501939	79.91568756103516	480.943359375	475.8390808105469	52484.0	338.55431365966797	643.090249633789	98.34207153320312	45.29441833496094
sub-404_task-movie_echo-1_bold	0.0017172988505747121	0.013354818850574714	0	25.71084851583815	1.0662080597687864	0.9852154312138723	0.5901515620396146	2551.50830078125	0.19516448877268655	71	40.804597701149426	2.4854195215052775	2.415989090909091	2.9000690909090907	2.1402003826976506	0.00492663	0.012281076982617378	0.04793461784720421	174	80	80	32	6.484912648115733	2.0	2.75	2.75	3.9999992847442627	1	6.665205123608333	7.643070220947266	51.652427673339844	10.44252872467041	112600.0	3.9827585220336914	292.0755691528318	96.86542510986328	7.373105927635084	62.28205490112305	543.3920288085938	551.836181640625	50618.0	413.45142364501953	651.7135070800781	85.09455108642578	50.7475700378418
sub-404_task-movie_echo-2_bold	0.0014895402298850575	0.019072400574712642	0	35.08020197034679	1.0466940507514442	0.9831534918497111	0.5400290233800138	1801.343017578125	0.20539982869879833	78	44.827586206896555	2.29632246586981	2.314229090909091	2.6053454545454544	1.9693928521548842	0.00964742	0.008643505163490772	0.0170721635222435	174	80	80	32	4.894627882801904	2.0	2.75	2.75	3.9999992847442627	0	17.583855567462695	5.291357040405273	20.853212356567383	8.856321334838867	115183.0	3.908046007156372	89.34425125122067	33.92384719848633	3.262334658446945	62.584564208984375	392.7570495605469	395.4425354003906	47500.0	258.19482879638673	507.75315551757814	80.790283203125	34.27492904663086
sub-405_task-movie_echo-1_bold	0.0021966473988439305	0.0068947402312138735	1	26.923451468139536	1.0924360452906978	1.0184947090116276	0.6235832033080727	1597.6947021484375	0.12512778026179536	17	9.826589595375722	2.620391136363636	2.560570909090909	2.94392	2.3566825	0.00621671	-0.0033206164371222258	0.107468381524086	173	80	80	32	5.997020067206752	2.0	2.75	2.75	4.0	1	2.5466913674063543	12.717813491821289	92.97572326660156	14.884392738342285	113446.0	4.901733875274658	472.95375061035156	154.9107208251953	5.571757810335285	81.73161315917969	599.0367431640625	611.5317993164062	52139.0	436.3225372314454	728.9768676757812	101.97163391113281	52.872379302978516
sub-405_task-movie_echo-2_bold	0.002119655172413793	0.009007961494252875	0	36.086670782138725	1.0821533417919078	1.0238356256069359	0.5722507625044557	1161.7310791015625	0.1405583687925691	23	13.218390804597702	2.33531446969697	2.3298472727272728	2.6209636363636366	2.0551325	0.00756647	0.0032746780198067427	0.053671710193157196	174	80	80	32	4.636120213081204	2.0	2.75	2.75	4.0	0	6.958958131198877	8.997862815856934	39.050140380859375	12.419540405273438	115746.0	4.678160667419434	203.787353515625	63.621368408203125	1.8927829444160915	79.94120788574219	442.2283935546875	443.5689697265625	48783.0	285.7609069824219	595.5339111328125	95.67578125	37.688655853271484
