bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-301_T1w	0.44488617730877494	2.9463816928351427	0.5793515121253944	4395.79296875	3.091223333333333	3.16205	3.22562	2.886	0.18210320453229964	0.44152124163700474	0.37637555383069565	1.0750346183776855	0.3389817327260971	0.0	0.04585600905028356	33.83054160819591	15.495162362809092	21.1546068980907	192	256	256	2.4338148229220087	11.016084383315949	10.512016101961747	18.08614909964728	32.624427355824075	61.20171710503504	58.78141661697006	82.51810539005106	1.0	1.0	1.0	3.7143689465837486	7.939584732055664	11.608503341674805	10.251110076904297	2797498.0	0.0	30.168111038208004	9.86209774017334	18.508401252538505	154.92723083496094	412.5503845214844	395.3747863769531	9251.0	207.0940933227539	651.05419921875	162.44186401367188	0.3441311846190023	62.58809280395508	744.0404663085938	741.702392578125	14467.0	636.4539672851563	861.8867431640625	67.32671356201172	0.47483235608269414	52.34063720703125	999.1683349609375	1000.0352783203125	186649.0	906.6939697265625	1088.2140380859375	55.29273223876953	0.2243366241455078	0.5084957480430603	0.555268406867981	0.4722699892712081
sub-302_T1w	0.4059003843885311	3.2553904187566793	0.5576261576207345	4640.26953125	3.365973333333333	3.44229	3.53234	3.12329	0.19813690465163358	0.4241769492320004	0.37768614611636603	1.1312943696975708	0.35230059027671834	0.0	0.007761788644652769	31.531297921711058	15.573242669593567	20.984712963366803	192	256	256	3.1557923256357405	9.877347024560372	10.741323919189009	19.190832407370916	40.96016223842983	80.70237947568374	78.5064153173668	113.8567042379868	1.0	1.0	1.0	3998.142137556198	5.754092216491699	9.39278507232666	7.254822731018066	2674431.0	0.0	25.546709060668945	11.692822456359863	0.10543984870040068	125.45417785644531	364.6942138671875	359.75494384765625	12178.0	191.62271347045896	552.0767761230469	113.99361419677734	0.12963909843013477	69.31319427490234	710.9375	708.8126220703125	14599.0	596.4884033203125	833.2376586914062	71.75897979736328	0.5512810108343711	48.88334274291992	1000.1461791992188	1000.008544921875	187911.0	914.9121704101562	1085.7216796875	52.1085205078125	0.22327488660812378	0.5095692873001099	0.5655592083930969	0.5014057111248003
sub-303_T1w	0.4011711599520925	3.251165126619427	0.5733579735545525	4403.14990234375	3.1981633333333335	3.23782	3.36635	2.99032	0.17308389477728398	0.42334402929760795	0.4035720759251081	0.9683292508125305	0.2573631167411804	0.0	0.041924661040127695	29.92265358760235	13.662769401352328	17.466843171672064	192	256	256	2.571061824928697	9.303762241623613	11.195445839368565	21.711513451553383	38.505165750632464	75.35017777377494	73.37141625080976	106.25890522802187	1.0	1.0	1.0	844.4009754834459	6.165541172027588	9.590886116027832	8.021708488464355	2762480.0	0.0	25.080824184417725	8.633792877197266	9.214037845754756	160.14874267578125	377.2967529296875	362.3752136230469	10318.0	187.05749969482423	600.5466735839843	140.9369659423828	0.11797411982296513	73.46256256103516	712.844970703125	709.1265869140625	18105.0	592.3141357421874	848.3364624023437	76.21723175048828	0.7007537745115213	43.23191833496094	999.682373046875	1000.0111083984375	244834.0	924.0023956298828	1073.480780029297	46.058929443359375	0.2266252487897873	0.5002108812332153	0.5577962398529053	0.5305901693296163
sub-304_T1w	0.4052768934228614	3.2311474889169354	0.5387494982271548	4162.896484375	3.1569833333333333	3.1991	3.31814	2.95371	0.17425768012544077	0.443248153205844	0.3824941666687153	0.9899853467941284	0.25005244016647343	0.0	0.07411256611615627	37.481835197580224	16.536720920473197	22.460229433843107	192	256	256	2.9844205644364945	10.184677192587229	11.640979850925275	21.753841795752102	39.07242788904861	70.236149951098	68.81049051527016	97.12289370566387	1.0	1.0	1.0	6113.625899670606	6.745461463928223	10.610142707824707	8.514318466186523	2838418.0	0.0	26.94305906295776	13.628297805786133	3.2220276979099136	144.71859741210938	401.590576171875	402.30029296875	9611.0	201.66204071044922	608.5313720703125	134.79312133789062	0.021680139076620808	69.28704071044922	725.1495971679688	723.17041015625	21477.0	609.6730834960938	845.8175903320313	71.00407409667969	0.5946234749950983	42.90705490112305	998.5689697265625	1000.0036010742188	174293.0	920.010400390625	1070.8878662109373	45.96892547607422	0.22610534727573395	0.5209677815437317	0.5634322762489319	0.5262407339864623
sub-305_T1w	0.43724861316380975	2.9604384848165486	0.5797767238635481	3516.873046875	2.99751	3.06231	3.13023	2.79999	0.20433582178359708	0.4208349107402153	0.3748292674761876	1.2359371185302734	0.2890743494033814	0.0	0.008109316828883235	28.568074967144735	14.745861058724454	20.01440605991782	192	256	256	2.484313041578762	9.329872282260688	10.15595674426491	18.65368490895528	33.674087402460096	69.5750712666765	66.65077811999998	96.70317569086335	1.0	1.0	1.0	4315.668237192238	6.774796485900879	11.370837211608887	8.650558471679688	3566960.0	0.0	29.113708972930908	12.623421669006348	18.755992257080116	139.197998046875	369.16064453125	348.225341796875	12810.0	190.2986686706543	580.1348754882811	140.16419982910156	0.2376440505307138	73.0024185180664	723.1482543945312	719.4791259765625	10894.0	601.5361175537109	859.7016296386719	77.11210632324219	0.6396912214219697	49.660255432128906	998.9494018554688	1000.0121459960938	203206.0	908.7523498535156	1084.6753540039062	53.609230041503906	0.22862182557582855	0.49842047691345215	0.5597115159034729	0.5239660253357452
sub-306_T1w	0.37840451106573103	3.401318817785941	0.5633802395874103	4901.7109375	3.2788533333333336	3.3574	3.4193	3.05986	0.1847400680450609	0.44093554913298466	0.3743243828219544	1.0736417770385742	0.3121036112308502	0.0	0.04889258042781605	34.25620774296766	16.050492866624783	22.722405932615594	192	256	256	2.7593696243217627	10.124322920341083	11.542312886135562	21.74324611374384	38.24514260492501	76.14161000547709	73.85859267260714	107.18902540741935	1.0	1.0	1.0	7075.792883212222	6.111913204193115	8.967108726501465	7.537204265594482	2018335.0	0.0	22.781626319885248	14.635923385620117	-0.6264048412896113	159.38461303710938	367.58856201171875	356.7974548339844	5717.0	181.57403259277342	568.2319702148437	129.29266357421875	0.06554228571328968	68.09224700927734	713.464111328125	710.342041015625	21332.0	602.3358764648438	835.7946868896486	70.16028594970703	0.8704294293987149	41.511959075927734	998.4544067382812	999.9902954101562	180069.0	919.73701171875	1070.5498779296877	45.990718841552734	0.22511661052703857	0.5262322425842285	0.5766188502311707	0.5060387287233886
sub-307_T1w	0.4170060484606513	3.0315482720477127	0.5840637983481634	6213.21044921875	3.3455366666666664	3.34118	3.51051	3.18492	0.204133377719742	0.41382243744877906	0.3820441848314789	1.1394174098968506	0.3066634118556977	0.0	0.012777191894991678	29.072786165044025	15.287579480328734	20.263242851175576	192	256	256	2.8921050497046736	9.346781391053188	10.648887550446904	19.70777621058285	38.89268667653654	79.61231438311466	76.5860441589071	111.25313141707008	1.0	1.0	1.0	3782.1740082313495	5.88873291015625	9.047074317932129	7.7716779708862305	2836382.0	0.0	23.70559492111206	19.11283302307129	-0.4150705101670664	142.46939086914062	357.6948547363281	349.5892639160156	16039.0	180.89395904541016	552.4393798828123	120.87332916259766	0.34631003537953475	71.26707458496094	720.6119995117188	715.60009765625	18669.0	600.8908447265625	856.21513671875	76.55907440185547	0.7814198618969934	47.331695556640625	999.0460815429688	1000.0054931640625	210758.0	914.6691040039062	1079.3680847167968	50.74155044555664	0.23172876238822937	0.49384355545043945	0.5560052394866943	0.5053381748723772
sub-308_T1w	0.3994324866395626	3.258321579136359	0.5616647237071449	4851.763671875	3.0764833333333335	3.1922	3.19099	2.84626	0.19104874493640714	0.43374552095349433	0.3752057341100985	1.059545636177063	0.24811340570449802	0.0	0.055685742732804126	33.535815965985556	16.176823301455368	22.331483711016578	192	256	256	2.9400613283460864	9.512889991447791	11.019996858063797	20.607039254397513	34.860252124729264	67.30693115496796	65.70880001255155	94.95921675795742	1.0	1.0	1.0	817.9221514170406	6.8990478515625	10.356959342956543	9.111130714416504	2820852.0	0.0	27.086861801147457	9.009932518005371	0.5285041252513416	137.16268920898438	376.9002380371094	367.10302734375	9356.0	194.88021850585938	580.4564208984375	124.85569763183594	0.10436947116912298	71.55492401123047	709.0860595703125	708.7894287109375	14699.0	586.7835815429688	834.4796875	74.50578308105469	0.7328990495613454	44.75904083251953	998.4697875976562	999.9874877929688	182861.0	916.0074462890625	1074.64990234375	48.5263671875	0.21085844933986664	0.4981328547000885	0.54929518699646	0.5183537218333293
sub-309_T1w	0.37812688270551387	3.430271463787754	0.5718994813830155	5665.49951171875	3.3022566666666666	3.30418	3.53449	3.0681	0.16665319959903824	0.45077245463884813	0.38257434576211363	1.014646053314209	0.35999636650085454	0.0	0.025549586179457698	32.666400144235666	13.755017594522114	18.892154610979315	192	256	256	2.0967226250493143	10.28724333467299	10.157416178190575	18.088282574849423	38.49266315767366	80.52949726724299	78.13113902052147	115.37125663664777	1.0	1.0	1.0	7569.260341650344	5.678600311279297	8.728775978088379	7.461041450500488	2868226.0	0.0	22.558379650115967	9.531000137329102	6.1141525237354895	154.47006225585938	370.4118347167969	333.6472473144531	7572.0	178.1561798095703	625.279623413086	159.1174774169922	0.580250619405104	62.0811653137207	702.4158325195312	698.0147094726562	27809.0	598.4323364257813	823.8586547851562	67.85123443603516	0.5659128167195968	52.113868713378906	998.3136596679688	1000.0166015625	203910.0	904.4168121337891	1085.274328613281	55.28519058227539	0.22771622240543365	0.5241202116012573	0.5612708926200867	0.5236251885595571
sub-310_T1w	0.4475906710592341	3.0015145952252866	0.5643077789547882	4348.33935546875	3.401593333333333	3.4268	3.62565	3.15233	0.20119236574014066	0.42364989625424926	0.3751577380056101	1.1476824283599854	0.3311179280281067	0.0	0.012807974110538096	30.467052133024897	15.388417687351108	20.894069785113423	192	256	256	2.7984227982032923	9.95301617250514	10.69027336191389	19.319381115033245	37.97778783194622	78.003279831453	74.32116860675167	106.98243815685576	1.0	1.0	1.0	2256.6557383675595	6.123833656311035	9.818206787109375	7.797604084014893	2392424.0	0.0	25.795765590667727	9.952744483947754	-0.48948355735250804	146.8544464111328	367.3046569824219	354.9942626953125	12646.0	185.44980239868164	576.7218017578125	126.85010528564453	-0.039286367211135875	73.22728729248047	730.39794921875	729.1292724609375	19687.0	610.5068664550781	853.8118225097656	73.25525665283203	0.7141437668271964	48.016212463378906	1000.0841674804688	1000.0095825195312	184838.0	915.3409362792968	1084.455236816406	51.76184844970703	0.2307351529598236	0.5139085054397583	0.5704917907714844	0.48465503029757395
